order_id,order_date,ship_date,customer,manufactory,product_name,segment,category,subcategory,region,zip,city,state,country,discount,profit,quantity,sales,profit_margin
US-2020-135405,09/01/2019,13/01/2019,Melanie Seite,Newell,Newell 312,Consumer,Office Supplies,Art,Central,78041,Laredo,Texas,United States,0.20,"1,168.00",2,"9,344.00",125.00
US-2020-135405,09/01/2019,13/01/2019,Melanie Seite,Memorex,Memorex Micro Travel Drive 8 GB,Consumer,Technology,Accessories,Central,78041,Laredo,Texas,United States,0.20,9.75,3,31.20,"3,125.00"
US-2020-149020,10/01/2019,15/01/2019,Anthony Jacobs,Howard Miller,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Corporate,Furniture,Furnishings,South,22153,Springfield,Virginia,United States,0.00,"212,954.00",1,51.94,0.41
US-2020-149020,10/01/2019,15/01/2019,Anthony Jacobs,Avery,Avery 482,Corporate,Office Supplies,Labels,South,22153,Springfield,Virginia,United States,0.00,1.36,1,2.89,0.47
US-2020-130092,11/01/2019,14/01/2019,Seth Vernon,DAX,"DAX Value U-Channel Document Frames, Easel Back",Consumer,Furniture,Furnishings,East,19901,Dover,Delaware,United States,0.00,3.08,2,9.94,0.31
US-2020-109232,13/01/2019,16/01/2019,Natalie DeCherney,Global,Global Highback Leather Tilter in Burgundy,Consumer,Furniture,Chairs,South,29464,Mount Pleasant,South Carolina,United States,0.00,"873,504.00",6,545.94,0.16
US-2020-118192,13/01/2019,18/01/2019,Michael Moore,Avery,Avery Metallic Poly Binders,Consumer,Office Supplies,Binders,East,43055,Newark,Ohio,United States,0.70,"-25,212.00",2,"3,438.00","-733,333,333.00"
US-2020-118192,13/01/2019,18/01/2019,Michael Moore,Xerox,Xerox 1923,Consumer,Office Supplies,Paper,East,43055,Newark,Ohio,United States,0.20,"130,928.00",7,"37,408.00",0.35
US-2020-157147,13/01/2019,18/01/2019,Brian Dahlen,O'Sullivan,"O'Sullivan Elevations Bookcase, Cherry Finish",Consumer,Furniture,Bookcases,West,94109,San Francisco,California,United States,0.15,3.93,3,"333,999.00","11,764,706.00"
US-2020-157147,13/01/2019,18/01/2019,Brian Dahlen,Other,4009 Highlighters by Sanford,Consumer,Office Supplies,Art,West,94109,San Francisco,California,United States,0.00,"6,567.00",5,"45,919.00",0.33
US-2020-157147,13/01/2019,18/01/2019,Brian Dahlen,Tennsco,Tennsco 6- and 18-Compartment Lockers,Consumer,Office Supplies,Storage,West,94109,San Francisco,California,United States,0.00,"238,653.00",5,"1,325.85",0.18
US-2020-162775,13/01/2019,15/01/2019,Chris Selesnick,3-ring staple pack,3-ring staple pack,Corporate,Office Supplies,Binders,South,71111,Bossier City,Louisiana,United States,0.00,2.71,3,5.64,0.48
US-2020-162775,13/01/2019,15/01/2019,Chris Selesnick,Other,Brown Kraft Recycled Envelopes,Corporate,Office Supplies,Envelopes,South,71111,Bossier City,Louisiana,United States,0.00,25.47,3,50.94,0.50
US-2020-162775,13/01/2019,15/01/2019,Chris Selesnick,Staple envelope,Staple envelope,Corporate,Office Supplies,Envelopes,South,71111,Bossier City,Louisiana,United States,0.00,5.34,2,11.36,0.47
US-2020-162775,13/01/2019,15/01/2019,Chris Selesnick,Fellowes,Fellowes Stor/Drawer Steel Plus Storage Drawers,Corporate,Office Supplies,Storage,South,71111,Bossier City,Louisiana,United States,0.00,"343,548.00",6,572.58,0.06
US-2020-162775,13/01/2019,15/01/2019,Chris Selesnick,Plantronics,Plantronics S12 Corded Telephone Headset System,Corporate,Technology,Accessories,South,71111,Bossier City,Louisiana,United States,0.00,"258,696.00",6,646.74,0.40
US-2020-149524,14/01/2019,15/01/2019,Brendan Sweed,Sauder,Sauder Cornerstone Collection Library,Corporate,Furniture,Bookcases,East,19140,Philadelphia,Pennsylvania,United States,0.50,"-532,856.00",4,61.96,-0.86
US-2020-103366,15/01/2019,17/01/2019,Erica Hackney,Logitech,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Consumer,Technology,Accessories,South,30076,Roswell,Georgia,United States,0.00,"65,978.00",5,149.95,0.44
US-2020-115791,16/01/2019,18/01/2019,Delfina Latchford,DAX,DAX Black Cherry Wood-Tone Poster Frame,Consumer,Furniture,Furnishings,East,19134,Philadelphia,Pennsylvania,United States,0.20,"285,984.00",6,"127,104.00",225.00
US-2020-115791,16/01/2019,18/01/2019,Delfina Latchford,GBC,GBC Linen Binding Covers,Consumer,Office Supplies,Binders,East,19134,Philadelphia,Pennsylvania,United States,0.70,"-136,312.00",2,"18,588.00","-733,333,333.00"
US-2020-115791,16/01/2019,18/01/2019,Delfina Latchford,Other,Round Specialty Laser Printer Labels,Consumer,Office Supplies,Labels,East,19134,Philadelphia,Pennsylvania,United States,0.20,10.15,3,"30,072.00","3,375.00"
US-2020-115791,16/01/2019,18/01/2019,Delfina Latchford,AT&T,AT&T 841000 Phone,Consumer,Technology,Phones,East,19134,Philadelphia,Pennsylvania,United States,0.40,-31.05,3,124.20,-0.25
US-2020-123477,18/01/2019,21/01/2019,David Wiener,Fellowes,Fellowes Mighty 8 Compact Surge Protector,Corporate,Office Supplies,Appliances,West,97477,Springfield,Oregon,United States,0.20,6.49,4,"64,864.00",0.10
US-2020-146591,19/01/2019,20/01/2019,Toby Swindell,O'Sullivan,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Consumer,Furniture,Bookcases,West,85254,Scottsdale,Arizona,United States,0.70,"-320,597.00",5,181.47,"-1,766,666,667.00"
US-2020-146591,19/01/2019,20/01/2019,Toby Swindell,GBC,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Consumer,Office Supplies,Binders,West,85254,Scottsdale,Arizona,United States,0.70,"-23,716.00",10,32.34,"-733,333,333.00"
US-2020-146591,19/01/2019,20/01/2019,Toby Swindell,Tyvek,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",Consumer,Office Supplies,Envelopes,West,85254,Scottsdale,Arizona,United States,0.20,"36,693.00",5,108.72,"3,375.00"
US-2020-146591,19/01/2019,20/01/2019,Toby Swindell,TOPS,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",Consumer,Office Supplies,Paper,West,85254,Scottsdale,Arizona,United States,0.20,"196,224.00",4,"56,064.00",0.35
US-2020-147627,20/01/2019,26/01/2019,Hunter Lopez,Hon,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,Consumer,Furniture,Chairs,South,72401,Jonesboro,Arkansas,United States,0.00,"2,242,674.00",3,"1,067.94",0.21
US-2020-147627,20/01/2019,26/01/2019,Hunter Lopez,Eldon,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",Consumer,Furniture,Furnishings,South,72401,Jonesboro,Arkansas,United States,0.00,11.58,4,38.60,0.30
US-2020-147627,20/01/2019,26/01/2019,Hunter Lopez,Newell,Newell 351,Consumer,Office Supplies,Art,South,72401,Jonesboro,Arkansas,United States,0.00,6.66,7,22.96,0.29
US-2020-147627,20/01/2019,26/01/2019,Hunter Lopez,Newell,Newell 327,Consumer,Office Supplies,Art,South,72401,Jonesboro,Arkansas,United States,0.00,1.79,3,6.63,0.27
US-2020-147627,20/01/2019,26/01/2019,Hunter Lopez,Staple envelope,Staple envelope,Consumer,Office Supplies,Envelopes,South,72401,Jonesboro,Arkansas,United States,0.00,10.97,3,23.34,0.47
US-2020-147627,20/01/2019,26/01/2019,Hunter Lopez,Apple,Apple iPhone 5C,Consumer,Technology,Phones,South,72401,Jonesboro,Arkansas,United States,0.00,"1,819,818.00",7,699.93,0.26
US-2020-147774,20/01/2019,26/01/2019,Muhammed MacIntyre,GBC,GBC DocuBind TL200 Manual Binding Machine,Corporate,Office Supplies,Binders,South,37167,Smyrna,Tennessee,United States,0.70,"-515,154.00",1,"67,194.00","-766,666,667.00"
US-2020-148614,20/01/2019,25/01/2019,Mark Van Huff,Eldon,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",Consumer,Furniture,Furnishings,West,90049,Los Angeles,California,United States,0.00,5.79,2,"45,735.00",0.30
US-2020-148614,20/01/2019,25/01/2019,Mark Van Huff,Wirebound,"Wirebound Service Call Books, 5 1/2"" x 4""",Consumer,Office Supplies,Paper,West,90049,Los Angeles,California,United States,0.00,9.29,2,19.36,0.48
US-2020-167927,20/01/2019,26/01/2019,Xylona Preis,Ultra,Ultra Door Push Plate,Consumer,Furniture,Furnishings,Central,48185,Westland,Michigan,United States,0.00,4.86,3,14.73,0.33
US-2020-167927,20/01/2019,26/01/2019,Xylona Preis,Eldon,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Consumer,Furniture,Furnishings,Central,48185,Westland,Michigan,United States,0.00,"300,234.00",3,272.94,0.11
US-2020-167927,20/01/2019,26/01/2019,Xylona Preis,Holmes,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Consumer,Office Supplies,Appliances,Central,48185,Westland,Michigan,United States,0.10,"935,816.00",4,"247,716.00","377,777,778.00"
US-2020-167927,20/01/2019,26/01/2019,Xylona Preis,Panasonic,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,Consumer,Office Supplies,Art,Central,48185,Westland,Michigan,United States,0.00,12.74,3,43.92,0.29
US-2020-167927,20/01/2019,26/01/2019,Xylona Preis,Acco,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Consumer,Office Supplies,Binders,Central,48185,Westland,Michigan,United States,0.00,8.95,5,"45,796.00",0.47
US-2020-167927,20/01/2019,26/01/2019,Xylona Preis,Storex,Storex Dura Pro Binders,Consumer,Office Supplies,Binders,Central,48185,Westland,Michigan,United States,0.00,"13,365.00",5,"45,867.00",0.45
US-2020-167927,20/01/2019,26/01/2019,Xylona Preis,Eldon,Eldon Fold 'N Roll Cart System,Consumer,Office Supplies,Storage,Central,48185,Westland,Michigan,United States,0.00,4.05,1,13.98,0.29
US-2020-167927,20/01/2019,26/01/2019,Xylona Preis,Fellowes,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,Consumer,Office Supplies,Storage,Central,48185,Westland,Michigan,United States,0.00,"159,792.00",2,66.58,0.24
US-2020-110422,21/01/2019,23/01/2019,Tom Boeckenhauer,Ultra,Ultra Door Pull Handle,Consumer,Furniture,Furnishings,South,33180,Miami,Florida,United States,0.20,4.10,3,"25,248.00","1,625.00"
US-2020-102645,23/01/2019,28/01/2019,Ionia McGrath,Xerox,Xerox 195,Consumer,Office Supplies,Paper,West,89115,Las Vegas,Nevada,United States,0.00,"192,384.00",6,40.08,0.48
US-2020-146997,23/01/2019,27/01/2019,Speros Goranitis,Alliance,"Alliance Big Bands Rubber Bands, 12/Pack",Consumer,Office Supplies,Fasteners,Central,47905,Lafayette,Indiana,United States,0.00,0.00,3,5.94,0.00
US-2020-155502,26/01/2019,31/01/2019,Shirley Daniels,Eldon,Eldon Image Series Black Desk Accessories,Home Office,Furniture,Furnishings,South,22304,Alexandria,Virginia,United States,0.00,4.47,3,12.42,0.36
US-2020-155502,26/01/2019,31/01/2019,Shirley Daniels,GE,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",Home Office,Furniture,Furnishings,South,22304,Alexandria,Virginia,United States,0.00,"307,818.00",3,62.82,0.49
US-2020-155502,26/01/2019,31/01/2019,Shirley Daniels,REDIFORM,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",Home Office,Office Supplies,Paper,South,22304,Alexandria,Virginia,United States,0.00,8.34,2,16.68,0.50
US-2020-155502,26/01/2019,31/01/2019,Shirley Daniels,Eureka,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Home Office,Office Supplies,Paper,South,22304,Alexandria,Virginia,United States,0.00,9.33,3,19.44,0.48
US-2020-155502,26/01/2019,31/01/2019,Shirley Daniels,SAFCO,"SAFCO Commercial Wire Shelving, 72h",Home Office,Office Supplies,Storage,South,22304,Alexandria,Virginia,United States,0.00,0.00,8,489.92,0.00
US-2020-155502,26/01/2019,31/01/2019,Shirley Daniels,Jabra,Jabra SPEAK 410,Home Office,Technology,Phones,South,22304,Alexandria,Virginia,United States,0.00,"526,344.00",2,187.98,0.28
US-2020-155502,26/01/2019,31/01/2019,Shirley Daniels,Other,Macally Suction Cup Mount,Home Office,Technology,Phones,South,22304,Alexandria,Virginia,United States,0.00,0.00,13,155.35,0.00
US-2020-167997,26/01/2019,29/01/2019,Carol Adams,SAFCO,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",Corporate,Furniture,Bookcases,Central,57701,Rapid City,South Dakota,United States,0.00,"397,488.00",2,141.96,0.28
US-2020-167997,26/01/2019,29/01/2019,Carol Adams,Wilson Jones,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Corporate,Office Supplies,Binders,Central,57701,Rapid City,South Dakota,United States,0.00,5.02,2,10.68,0.47
US-2020-117163,27/01/2019,02/02/2019,Ed Jacobs,Balt,Balt Split Level Computer Training Table,Consumer,Furniture,Tables,West,92037,San Diego,California,United States,0.20,-16.65,3,333.00,-0.05
US-2020-117163,27/01/2019,02/02/2019,Ed Jacobs,Dixon,Dixon Ticonderoga Core-Lock Colored Pencils,Consumer,Office Supplies,Art,West,92037,San Diego,California,United States,0.00,12.03,4,36.44,0.33
US-2020-117163,27/01/2019,02/02/2019,Ed Jacobs,Other,Recycled Steel Personal File for Hanging File Folders,Consumer,Office Supplies,Storage,West,92037,San Diego,California,United States,0.00,"143,075.00",1,57.23,0.25
US-2020-100328,28/01/2019,03/02/2019,Jasper Cacioppo,Pressboard,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Consumer,Office Supplies,Binders,East,10024,New York City,New York,United States,0.20,1.33,1,"3,928.00","3,375.00"
US-2020-134103,30/01/2019,04/02/2019,Mike Vittorini,Xerox,Xerox 1972,Consumer,Office Supplies,Paper,Central,48234,Detroit,Michigan,United States,0.00,"4,752.00",2,10.56,0.45
US-2020-134103,30/01/2019,04/02/2019,Mike Vittorini,Space Solutions,Space Solutions HD Industrial Steel Shelving.,Consumer,Office Supplies,Storage,Central,48234,Detroit,Michigan,United States,0.00,6.90,2,229.94,0.03
US-2020-115161,31/01/2019,02/02/2019,Liz Carlisle,Sauder,"Sauder Facets Collection Library, Sky Alder Finish",Consumer,Furniture,Bookcases,West,92691,Mission Viejo,California,United States,0.15,3.42,2,"290,666.00","11,764,706.00"
US-2020-140795,01/02/2019,03/02/2019,Bradley Drucker,Enermax,Enermax Aurora Lite Keyboard,Consumer,Technology,Accessories,Central,54302,Green Bay,Wisconsin,United States,0.00,"206,316.00",6,468.90,0.44
US-2020-123400,02/02/2019,09/02/2019,Eric Barreto,Other,Surelock Post Binders,Consumer,Office Supplies,Binders,South,33710,Saint Petersburg,Florida,United States,0.70,"-12,224.00",2,"18,336.00","-666,666,667.00"
US-2020-123400,02/02/2019,09/02/2019,Eric Barreto,AT&T,AT&T 17929 Lendline Telephone,Consumer,Technology,Phones,South,33710,Saint Petersburg,Florida,United States,0.20,"13,572.00",5,180.96,75.00
US-2020-139857,02/02/2019,06/02/2019,Cynthia Delaney,Other,Staples,Home Office,Office Supplies,Fasteners,West,92037,San Diego,California,United States,0.00,5.80,5,12.35,0.47
US-2020-111059,03/02/2019,06/02/2019,Tom Boeckenhauer,Avery,Avery Durable Poly Binders,Consumer,Office Supplies,Binders,West,98105,Seattle,Washington,United States,0.20,4.31,3,"13,272.00",325.00
US-2020-111059,03/02/2019,06/02/2019,Tom Boeckenhauer,Ibico,Ibico Laser Imprintable Binding System Covers,Consumer,Office Supplies,Binders,West,98105,Seattle,Washington,United States,0.20,"27,248.00",2,83.84,325.00
US-2020-104808,04/02/2019,08/02/2019,Mark Haberlin,GBC,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Corporate,Office Supplies,Binders,West,92025,Escondido,California,United States,0.20,6.04,2,"17,248.00",0.35
US-2020-107181,04/02/2019,08/02/2019,Deborah Brumfield,GBC,GBC Recycled Grain Textured Covers,Home Office,Office Supplies,Binders,West,92024,San Diego,California,United States,0.20,"290,136.00",3,"82,896.00",0.35
US-2020-107181,04/02/2019,08/02/2019,Deborah Brumfield,Message Book,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",Home Office,Office Supplies,Paper,West,92024,San Diego,California,United States,0.00,"160,928.00",4,34.24,0.47
US-2020-108182,06/02/2019,10/02/2019,Delfina Latchford,Avery,"Avery Flip-Chart Easel Binder, Black",Consumer,Office Supplies,Binders,Central,60441,Romeoville,Illinois,United States,0.80,"-147,708.00",2,"8,952.00",-1.65
US-2020-131905,06/02/2019,09/02/2019,Neil Ducich,Avery,Avery 480,Corporate,Office Supplies,Labels,South,23320,Chesapeake,Virginia,United States,0.00,7.20,4,15.00,0.48
US-2020-131905,06/02/2019,09/02/2019,Neil Ducich,AT&T,AT&T CL82213,Corporate,Technology,Phones,South,23320,Chesapeake,Virginia,United States,0.00,"420,355.00",5,144.95,0.29
US-2020-131905,06/02/2019,09/02/2019,Neil Ducich,Other,Aastra 57i VoIP phone,Corporate,Technology,Phones,South,23320,Chesapeake,Virginia,United States,0.00,"420,186.00",1,161.61,0.26
US-2020-107755,07/02/2019,12/02/2019,Cyma Kinney,Maxell,Maxell DVD-RAM Discs,Corporate,Technology,Accessories,East,7036,Linden,New Jersey,United States,0.00,"496,048.00",7,115.36,0.43
US-2020-169390,07/02/2019,10/02/2019,Chris Selesnick,Acco,Acco Perma 4000 Stacking Storage Drawers,Corporate,Office Supplies,Storage,East,10024,New York City,New York,United States,0.00,"9,744.00",4,64.96,0.15
US-2020-125759,08/02/2019,09/02/2019,Nathan Mautz,Master Caster,"Master Caster Door Stop, Large Brown",Home Office,Furniture,Furnishings,West,89031,North Las Vegas,Nevada,United States,0.00,5.53,2,14.56,0.38
US-2020-127614,11/02/2019,15/02/2019,Natalie Fritzler,Hon,Hon 2111 Invitation Series Corner Table,Consumer,Furniture,Tables,South,23320,Chesapeake,Virginia,United States,0.00,"753,732.00",6,"1,256.22",0.06
US-2020-127614,11/02/2019,15/02/2019,Natalie Fritzler,Wilson Jones,Wilson Jones Leather-Like Binders with DublLock Round Rings,Consumer,Office Supplies,Binders,South,23320,Chesapeake,Virginia,United States,0.00,8.21,2,17.46,0.47
US-2020-127614,11/02/2019,15/02/2019,Natalie Fritzler,Enermax,Enermax Aurora Lite Keyboard,Consumer,Technology,Accessories,South,23320,Chesapeake,Virginia,United States,0.00,"103,158.00",3,234.45,0.44
US-2020-168368,11/02/2019,15/02/2019,Guy Armstrong,Global,"Global Value Mid-Back Manager's Chair, Gray",Consumer,Furniture,Chairs,Central,65203,Columbia,Missouri,United States,0.00,"152,225.00",1,60.89,0.25
US-2020-168368,11/02/2019,15/02/2019,Guy Armstrong,Other,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Consumer,Furniture,Furnishings,Central,65203,Columbia,Missouri,United States,0.00,"532,704.00",3,332.94,0.16
US-2020-168368,11/02/2019,15/02/2019,Guy Armstrong,Other,VariCap6 Expandable Binder,Consumer,Office Supplies,Binders,Central,65203,Columbia,Missouri,United States,0.00,"24,393.00",3,51.90,0.47
US-2020-168368,11/02/2019,15/02/2019,Guy Armstrong,Wilson Jones,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Consumer,Office Supplies,Binders,Central,65203,Columbia,Missouri,United States,0.00,4.43,2,9.64,0.46
US-2020-168368,11/02/2019,15/02/2019,Guy Armstrong,Avery,Avery 483,Consumer,Office Supplies,Labels,Central,65203,Columbia,Missouri,United States,0.00,6.87,3,14.94,0.46
US-2020-168368,11/02/2019,15/02/2019,Guy Armstrong,Fellowes,Fellowes Neat Ideas Storage Cubes,Consumer,Office Supplies,Storage,Central,65203,Columbia,Missouri,United States,0.00,2.60,2,64.96,0.04
US-2020-110674,12/02/2019,18/02/2019,Sanjit Chand,Global,"Global Geo Office Task Chair, Gray",Consumer,Furniture,Chairs,West,94521,Concord,California,United States,0.20,"-24,294.00",2,"129,568.00","-1,875.00"
US-2020-107706,14/02/2019,19/02/2019,Shui Tom,Other,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",Consumer,Office Supplies,Paper,Central,77095,Houston,Texas,United States,0.20,"6,066.00",3,"16,176.00",375.00
US-2020-121762,14/02/2019,18/02/2019,Marina Lichtenstein,Belkin,Belkin 8 Outlet Surge Protector,Corporate,Office Supplies,Appliances,West,98103,Seattle,Washington,United States,0.00,"229,488.00",2,81.96,0.28
US-2020-121762,14/02/2019,18/02/2019,Marina Lichtenstein,Other,Compact Automatic Electric Letter Opener,Corporate,Office Supplies,Supplies,West,98103,Seattle,Washington,United States,0.00,4.77,2,238.62,0.02
US-2020-121762,14/02/2019,18/02/2019,Marina Lichtenstein,Logitech,Logitech G600 MMO Gaming Mouse,Corporate,Technology,Accessories,West,98103,Seattle,Washington,United States,0.00,"863,892.00",3,239.97,0.36
US-2020-165568,15/02/2019,19/02/2019,Barry Französisch,Pressboard,Pressboard Data Binders by Wilson Jones,Corporate,Office Supplies,Binders,West,98105,Seattle,Washington,United States,0.20,"7,209.00",5,21.36,"3,375.00"
US-2020-122567,16/02/2019,21/02/2019,Michael Nguyen,Holmes,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",Consumer,Office Supplies,Appliances,Central,75220,Dallas,Texas,United States,0.80,-13.93,2,7.96,-1.75
US-2020-122567,16/02/2019,21/02/2019,Michael Nguyen,Wilson Jones,Wilson Jones Easy Flow II Sheet Lifters,Consumer,Office Supplies,Binders,Central,75220,Dallas,Texas,United States,0.80,"-1,728.00",3,"45,870.00",-1.60
US-2020-154165,17/02/2019,24/02/2019,Delfina Latchford,Staples in misc. colors,Staples in misc. colors,Consumer,Office Supplies,Art,Central,60653,Chicago,Illinois,United States,0.20,8.81,14,"54,208.00","1,625.00"
US-2020-152905,18/02/2019,24/02/2019,Aaron Bergman,Akro,Akro Stacking Bins,Consumer,Office Supplies,Storage,Central,76017,Arlington,Texas,United States,0.20,"-25,248.00",2,"12,624.00",-0.20
US-2020-165589,18/02/2019,18/02/2019,Troy Blackwell,DAX,"DAX Copper Panel Document Frame, 5 x 7 Size",Consumer,Furniture,Furnishings,Central,79424,Lubbock,Texas,United States,0.60,"-11,322.00",5,25.16,-0.45
US-2020-109491,20/02/2019,26/02/2019,Linda Cazamias,Master Caster,"Master Caster Door Stop, Brown",Corporate,Furniture,Furnishings,Central,47374,Richmond,Indiana,United States,0.00,6.91,4,20.32,0.34
US-2020-109491,20/02/2019,26/02/2019,Linda Cazamias,Enermax,Enermax Briskie RF Wireless Keyboard and Mouse Combo,Corporate,Technology,Accessories,Central,47374,Richmond,Indiana,United States,0.00,"224,316.00",3,62.31,0.36
US-2020-164903,20/02/2019,24/02/2019,Steven Roelle,Xerox,Xerox 204,Home Office,Office Supplies,Paper,West,90049,Los Angeles,California,United States,0.00,6.22,2,12.96,0.48
US-2020-165540,21/02/2019,25/02/2019,Tamara Manning,GBC,GBC Standard Plastic Binding Systems Combs,Consumer,Office Supplies,Binders,Central,60098,Woodstock,Illinois,United States,0.80,"-137,175.00",5,8.85,-1.55
US-2020-133354,22/02/2019,24/02/2019,Sue Ann Reed,Xerox,Xerox 220,Consumer,Office Supplies,Paper,West,92553,Moreno Valley,California,United States,0.00,9.33,3,19.44,0.48
US-2020-103744,23/02/2019,27/02/2019,Michael Grace,GBC,GBC Plastic Binding Combs,Home Office,Office Supplies,Binders,Central,79907,El Paso,Texas,United States,0.80,"-68,634.00",3,"4,428.00",-1.55
US-2020-103744,23/02/2019,27/02/2019,Michael Grace,Staple-on labels,Staple-on labels,Home Office,Office Supplies,Labels,Central,79907,El Paso,Texas,United States,0.20,2.34,3,"6,936.00","3,375.00"
